         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:98(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:256(_verify_tokenizer_mode)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/process.py:205(daemon)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_lbfgsb_py.py:450(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_matfuncs.py:207(ProductOperator)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/distributed_gpu_executor.py:44(<genexpr>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:2127(_validators_require_validate_default)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/checkpoint.py:98(VerboseTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/backends/__init__.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/psutil/_common.py:873(get_procfs_path)
        2    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/packaging/version.py:87(__ge__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dcsrch.py:17(DCSRCH)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/blas.py:239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/hf_file_system.py:301(<listcomp>)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/_snapshot_download.py:253(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/callbacks.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:991(IterOpInv)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/ray/_private/client_mode_hook.py:108(client_mode_should_convert)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:746(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1983(_apply_field_serializers)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:465(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/spatial/distance.py:1615(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_basinhopping.py:41(BasinHoppingRunner)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_fields.py:184(<setcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/block/common.py:11(RefCounterProtocol)
        1    0.000    0.000    0.000    0.000 {method 'no_truncation' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_expm_multiply.py:396(LazyOperatorNormInfo)
        2    0.000    0.000    0.000    0.000 {method 'release' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/vocab_parallel_embedding.py:98(num_added_elements_padded)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/spatial/distance.py:1642(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:669(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:321(Event)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/ops/paged_attn.py:39(get_kv_cache_shape)
        2    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_basinhopping.py:192(AdaptiveStepsize)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_model_construction.py:239(__prepare__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_hessian_update_strategy.py:11(HessianUpdateStrategy)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/ipc.py:107(IPCPipe)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_errors.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/filelock/_api.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/spec.py:36(_Cached)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/weight_utils.py:307(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:1156(DiagBroyden)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_constraints.py:219(Bounds)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/backends/quantized/__init__.py:55(__getattr__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/loader.py:91(_get_quantization_config)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/storage.py:304(untyped)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:128(EnergyState)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/utils.py:748(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/contextlib.py:732(__init__)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/distributed_gpu_executor.py:45(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/spatial/_kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_testutils.py:55(PytestTester)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:1382(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/caching.py:194(ReadAheadCache)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_threadsafety.py:13(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/deprecation.py:98(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/__init__.py:192(is_multimodal_model)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2254(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/loader.py:184(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:152(UniqueAllResult)
        4    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/callbacks.py:237(TqdmCallback)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/flash.py:951(FlashFwUnpaddedLSE)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/fields.py:531(deprecation_message)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:179(VertexCacheBase)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/error.py:85(ContextTerminated)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:1333(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo.py:1530(LMapCache)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_differentialevolution.py:1832(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1133(bos_token)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/_cpp_lib.py:26(cuda_version)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:637(_TransposedLinearOperator)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/library.py:450(_device_type_to_key)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:717(__repr__)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:434(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/callbacks.py:216(DotPrinterCallback)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:807(_AdjointMatrixOperator)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/__init__.py:32(compute_once)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:1015(_verify_args)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_paths.py:138(_add_wildcard_to_directories)
        1    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/ray/_private/worker.py:476(connected)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/utils.py:149(LayerFn)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:724(_ScaledLinearOperator)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/selector.py:81(get_global_forced_attn_backend)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/weight_utils.py:54(DisabledTqdm)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/error.py:97(Again)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:26(EighResult)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_paths.py:111(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_util.py:432(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:1224(LinearMixing)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/repocard_data.py:734(_to_unique_list)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/layers.py:67(LoRAMapping)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/_cpp_lib.py:55(xFormersWasNotBuiltException)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/core.py:718(PickleableTextIOWrapper)
        3    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7efdf73f3520}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:822(IdentityOperator)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/transaction.py:70(DaskTransaction)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:205(VertexCube)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:164(UniqueInverseResult)
        4    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_utils.py:289(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_hessian_update_strategy.py:421(SR1)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:38(SVDResult)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/worker.py:468(raise_if_cache_size_invalid)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/common.py:86(make_pytorch_operator_for_dispatch_key)
        2    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/worker.py:454(_check_if_gpu_supports_dtype)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:317(TerminationCondition)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/caching.py:656(CacheInfo)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_optimize.py:3858(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:159(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/parallel_state.py:833(set_custom_all_reduce)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/common.py:76(Alias)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:696(_ProductLinearOperator)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/backends/xformers.py:375(XFormersMetadataBuilder)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/transformers_utils/detokenizer.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/error.py:10(ZMQBaseError)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/utils.py:171(set_cpu_offload_max_bytes)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/swiglu_op.py:209(_ForwardToPythonAutogradFunc)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:796(name)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/utils.py:158(PPMissingLayer)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/process.py:99(_check_closed)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:30(QRResult)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:1000(Anderson)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_special_sparse_arrays.py:835(MikotaPair)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_utils.py:941(get_calls)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/shm_broadcast.py:456(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/xpu/__init__.py:72(is_initialized)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/report.py:30(BasicReport)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/nn/attention/__init__.py:127(_get_flash_version)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/vocab_parallel_embedding.py:89(num_added_elements)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/utils.py:891(default_user_agent)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/caching.py:240(FirstChunkCache)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/glob.py:199(_join)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:294(tail)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1146(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1147(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_constraints.py:301(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_zeros_py.py:35(RootResults)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._mps_is_in_bad_fork}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:165(VertexVectorField)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/dircache.py:77(__setitem__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/__init__.py:775(_load_libsf_error_state)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/parallel_state.py:981(model_parallel_is_initialized)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:34(SlogdetResult)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_interface.py:792(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/checkpoint.py:137(NullTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_basinhopping.py:305(Metropolis)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/arg_utils.py:154(__post_init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/attn_bias.py:1193(PagedBlockDiagonalCausalWithOffsetPaddedKeysMask)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/indexing.py:22(ScaledIndexAddFw)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:222(VertexCacheIndex)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:184(RLock)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/spec.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:1803(__post_init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:638(_verify_args)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:641(_unpack_refs_defs)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:65(is_function_with_inner_schema)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:959(IterInv)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/queue.py:245(_init)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:435(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1139(eos_token)
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:430(ConstraintWrapper)
